"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006959","humoral immune response",154,0.60861486467891,1.78240010537571,3.52736078949969e-06,0.000151310713570316,0.000119118905101935,1831,"tags=31%, list=10%, signal=28%","25818/3075/3853/718/6280/3553/2919/6376/2625/5650/3576/2920/2921/6364/338376/84659/710/6372/6373/11005/5452/3078/54209/3569/5266/3958/10406/7124/6374/1755/5646/9547/3426/133/56477/629/966/85480/6700/27242/3133/1672/683/820/4316/3105/351"
"GO:0043122","regulation of canonical NF-kappaB signal transduction",262,0.540741424864322,1.64532439148279,3.55699719258869e-06,0.000151460078987361,0.000119236492578186,3410,"tags=30%, list=18%, signal=25%","3552/2950/1902/857/972/3553/84433/7040/834/6376/1909/2697/3956/11213/541468/134728/113277/114769/54209/29108/7099/7124/1906/10346/7185/958/7128/2099/140885/10133/825/7114/29775/57449/3965/10333/84962/286343/843/1893/55765/2316/10769/3656/7098/24138/330/10318/6574/79971/147699/10913/7422/6284/7474/23005/79931/153090/8743/10758/2280/57162/2149/54602/6885/5336/8717/7132/8780/2319/8915/257397/10010/81603/27032/10616/65018/9218/148022"
"GO:0002833","positive regulation of response to biotic stimulus",348,0.509616713100862,1.57580175648896,3.59785201624353e-06,0.00015208146734355,0.00011972567869651,3060,"tags=28%, list=17%, signal=24%","25818/6280/857/57402/2069/1535/3428/834/5650/6279/8061/11213/22861/3135/912/117854/54209/84034/114548/29108/7099/5058/7124/9424/115004/23180/1520/22914/100528032/7096/23643/7128/2099/29126/9111/338322/11074/340061/1687/101/6850/26191/5359/7097/79812/10333/25827/3133/55765/135250/3823/3659/2896/351/2534/3656/29800/7098/10666/3134/929/3821/3273/23586/330/10318/3140/3916/55601/57787/7474/79931/64332/57142/5819/153090/55366/3822/55122/5817/4940/839/57162/81790/353091/6397/6885/121260/5336/4938/57724/3430/6714/8780/83737/8546/26524"
"GO:0002706","regulation of lymphocyte mediated immunity",148,0.609969080699504,1.77977610037948,3.705427256323e-06,0.000155493690154829,0.000122411940862966,2885,"tags=39%, list=16%, signal=33%","718/3606/3553/7040/2625/3635/3575/11035/3135/912/6778/5272/54209/3569/114548/53833/7124/22914/100528032/958/23529/29126/6318/634/441168/3952/3965/9466/200558/100141515/3133/196/8809/3136/135250/3823/3105/154064/3077/10666/3106/3134/3821/3140/3916/3107/100507436/4436/5819/3822/51571/5817/6891/353091/6885/177/121260"
"GO:0002440","production of molecular mediator of immune response",188,0.567227776272893,1.69593909358347,4.23909151808805e-06,0.000176608481879481,0.000139034497272543,2418,"tags=29%, list=13%, signal=26%","25818/3606/972/3553/7040/2625/5650/558/11213/90865/7042/3135/3598/11005/6778/117854/3569/114548/29108/7099/7124/115004/958/23529/942/3566/441168/6850/7805/54/8482/9466/200558/100141515/23075/3133/55765/4316/8809/3105/8140/8764/10538/3718/3077/7098/10666/3134/23586/2067/7043/7474/4436/64332/57142"
"GO:0060759","regulation of response to cytokine stimulus",158,0.592415673527433,1.74195223048466,4.31441334225605e-06,0.000178462626178606,0.000140494166806849,2775,"tags=28%, list=15%, signal=24%","2950/857/972/834/6586/558/11213/117854/114769/54209/3569/29108/7099/9353/1906/958/8877/7128/340061/2621/6850/7805/7097/85480/2131/1893/1435/3557/5468/837/3656/6091/6868/23586/7837/7474/3091/407018/5770/10555/7850/3574/4940/83643/54625"
"GO:0043535","regulation of blood vessel endothelial cell migration",90,0.673134825348737,1.86208651971375,4.53128662177582e-06,0.000185740501267234,0.000146223652125965,2944,"tags=44%, list=16%, signal=38%","9982/7424/7040/348/9734/5743/301/10000/27286/2113/7124/2303/7057/958/1969/7114/29775/161742/79812/10769/5468/407010/1647/574506/407006/23616/6868/3273/28984/25865/4851/7422/5155/3091/407018/2247/2549/8829/3728/55294"
"GO:1902105","regulation of leukocyte differentiation",265,0.53291348597436,1.62231942049088,4.55450719736613e-06,0.000185740501267234,0.000146223652125965,2859,"tags=31%, list=15%, signal=27%","3624/3606/972/4323/84433/7040/2625/3635/3575/558/3956/301/8808/3135/7048/11005/2124/54209/114548/7099/7124/84959/64115/3204/84293/942/3566/861/634/4920/6422/2621/639/8995/101/6850/3976/8111/864/652/3623/3965/3059/1021/5896/1209/4254/8651/10272/2200/3111/1435/814/8744/677/678/2242/3659/6935/6932/1960/10538/3718/7098/3106/4192/7071/3726/56603/8876/3600/64332/5925/6461/3574/1499/60/1051/4739/6602/177/1840"
"GO:0001704","formation of primary germ layer",107,0.642727511420929,1.81225785449122,4.65756593718135e-06,0.000186368423418234,0.000146717981954644,2701,"tags=45%, list=15%, signal=39%","8091/3624/1295/4313/4323/22943/3914/2697/3691/4318/6657/1303/3675/3676/1284/2303/2296/83595/1969/3909/1294/3673/3912/1846/1847/4088/652/1290/2335/2114/3690/3693/3207/3678/2139/3688/2132/79971/2263/2138/4627/7474/7473/90/55614/1301/1499/57045"
"GO:0002700","regulation of production of molecular mediator of immune response",157,0.584919345423133,1.71735374923518,4.66645163109031e-06,0.000186368423418234,0.000146717981954644,2418,"tags=32%, list=13%, signal=28%","25818/3606/972/3553/7040/2625/5650/558/11213/90865/7042/3135/3598/11005/6778/117854/3569/114548/29108/7099/7124/115004/958/23529/942/3566/441168/6850/7805/54/8482/9466/200558/100141515/3133/55765/8809/3105/8140/8764/3718/3077/7098/10666/3134/23586/7043/7474/4436/57142"
"GO:0070663","regulation of leukocyte proliferation",194,0.56557038430887,1.69549362978985,4.65831790350845e-06,0.000186368423418234,0.000146717981954644,1760,"tags=31%, list=10%, signal=28%","3552/2950/3606/972/3553/84433/7040/3635/80380/5588/5880/90865/1437/301/11035/3135/7048/912/284194/6778/654346/3569/29108/3958/7099/53833/64115/958/7128/23529/29126/942/3481/8995/6850/1947/3952/26191/3620/652/3965/79679/4254/3115/6385/10673/8660/970/1265/11151/27242/3133/1435/8744/196/683/8654/5621/3105/3659"
"GO:0007369","gastrulation",167,0.588814569661217,1.74107733996392,4.91908543180285e-06,0.000195112491339522,0.00015360172318052,2701,"tags=36%, list=15%, signal=31%","8091/3624/1295/4313/4323/22943/3914/2697/3691/81029/3170/4318/6657/7048/1303/130497/3675/3676/1284/2303/2296/83595/26011/1969/6422/144165/3909/1294/3673/3912/1846/1847/4088/652/1290/90102/2335/2131/2114/3557/3690/3693/3207/3678/23187/2139/3688/407006/2132/79971/2263/2138/4627/7474/7473/90/55614/1301/1499/57045"
"GO:0036293","response to decreased oxygen levels",281,0.526887207679222,1.60689656942825,5.16686435389047e-06,0.000203546336553603,0.000160241242511276,2500,"tags=26%, list=14%, signal=23%","3552/7424/5328/3624/857/4842/4313/4323/7040/1909/139341/114757/5743/650/7351/7042/6657/5327/59341/54209/2034/768/4017/10631/51129/7124/1906/5228/7057/133/6422/101/5789/3952/3673/3976/7010/3339/7097/4088/6261/126374/9124/84962/2022/677/5468/1636/1958/9839/4000/30001/2355/6326/6513/3777/7423/6868/7054/28984/2263/5371/10060/7043/5366/4851/824/7422/2043/57142/3091/317/5352/5770"
"GO:0032609","type II interferon production",91,0.661314676371491,1.82523800856988,5.77418345824853e-06,0.000224418096689377,0.000176672473031963,2096,"tags=40%, list=11%, signal=35%","3624/3606/3553/2625/80380/558/90865/11035/284194/9173/654346/29108/7099/53833/7124/64115/22914/100528032/29126/140885/2621/7805/26191/3623/3965/9466/3115/284293/8809/5621/3105/8140/351/7098/10666/929"
"GO:0032649","regulation of type II interferon production",91,0.661314676371491,1.82523800856988,5.77418345824853e-06,0.000224418096689377,0.000176672473031963,2096,"tags=40%, list=11%, signal=35%","3624/3606/3553/2625/80380/558/90865/11035/284194/9173/654346/29108/7099/53833/7124/64115/22914/100528032/29126/140885/2621/7805/26191/3623/3965/9466/3115/284293/8809/5621/3105/8140/351/7098/10666/929"
"GO:0052547","regulation of peptidase activity",67,0.694165626854033,1.8344615785154,5.86988563276012e-06,0.000226616717995426,0.000178403331056029,1851,"tags=39%, list=10%, signal=35%","5054/7076/5055/5275/1992/8710/6317/710/1475/5345/5272/5696/7078/64115/5268/5270/871/6318/5271/64063/6695/1893/5176/4035/2896/5045"
"GO:0043534","blood vessel endothelial cell migration",112,0.6359543624187,1.80261982445157,5.95012149798342e-06,0.000228193070164384,0.000179644309569649,2844,"tags=42%, list=15%, signal=36%","9982/7424/7040/348/9734/5743/301/10000/27286/2113/7124/9353/2303/7057/958/1969/7114/29775/161742/79812/84830/10769/5468/407010/3688/1647/1960/574506/407006/23616/6091/1948/6868/3273/28984/25865/4851/4627/7422/5155/3091/407018/2247/2549/8829/1545/3728"
"GO:0001666","response to hypoxia",268,0.528598116263029,1.60823337422838,6.49687453729751e-06,0.000247522371351907,0.000194861243912988,2500,"tags=27%, list=14%, signal=24%","3552/7424/5328/3624/857/4842/4313/4323/7040/1909/139341/114757/5743/650/7351/7042/5327/59341/54209/2034/768/4017/10631/51129/7124/1906/5228/7057/133/6422/101/5789/3952/3673/3976/7010/3339/7097/4088/6261/126374/9124/84962/2022/677/5468/1636/1958/4000/30001/2355/6326/6513/3777/7423/6868/7054/28984/2263/5371/10060/7043/5366/4851/824/7422/2043/57142/3091/317/5352/5770"
"GO:0097191","extrinsic apoptotic signaling pathway",209,0.560311348094744,1.68321158672223,6.60341761792369e-06,0.000249937198858798,0.000196762309619728,3259,"tags=37%, list=18%, signal=31%","5054/3552/50486/2950/3624/857/3553/7040/6376/3084/90865/1437/7042/597/29108/3958/7099/7124/4804/3383/7057/7185/7128/6422/8742/8406/6591/3655/51330/4088/652/4118/4254/10333/10017/970/355/2139/351/4803/407006/4000/10962/7098/2729/5371/2138/85450/6672/5366/9181/64332/162989/90/153090/8743/2730/3875/578/3574/7046/3856/8829/282991/3685/7857/219699/4170/64114/8717/7132/6714/9531/8915/581/637/2876/598"
"GO:0016055","Wnt signaling pathway",406,0.49105658017011,1.52962964597552,7.06618810443443e-06,0.000265716203329739,0.000209184283529088,2713,"tags=25%, list=15%, signal=22%","4188/3487/857/3489/7040/27122/2625/29969/348/22943/8796/1909/1001/80114/27303/81029/2300/650/55959/6657/7476/11211/57664/7041/3675/1906/154810/1000/9037/1601/164284/120892/27123/7128/83595/83439/7162/115908/4920/6422/7091/144165/25937/6591/51421/129293/51339/7074/7097/23189/4088/79705/4163/23213/6382/1956/64359/4038/55612/2131/25928/11063/5754/57216/2297/64840/4035/351/6932/130574/1958/6299/9839/166336/64750/5916/2776/4192/2869/79971/9620/2263/147699/4851/4139/6662/7474/7473/9525/23499/153090/2735/55366/57154/2308/2247/30851/22881/8932/1499/3670"
"GO:0070482","response to oxygen levels",306,0.515178324872684,1.57513897128906,7.14123343026132e-06,0.000266805695449312,0.000210041982930131,2538,"tags=25%, list=14%, signal=22%","3552/1902/7424/5328/3624/857/4842/4313/4323/7040/1909/139341/114757/5743/650/7351/7042/6657/5327/59341/54209/2034/768/4017/10631/51129/7124/1906/5228/7057/133/6422/101/5789/3952/3673/3976/7010/3339/7097/4088/6261/126374/9124/84962/2022/355/677/8140/5468/1636/1958/9839/4000/30001/2355/6326/6513/3777/7423/6868/7054/28984/2263/5371/10060/7043/5366/4851/824/7422/2043/57142/3091/317/5352/5770/2308"
"GO:0070661","leukocyte proliferation",253,0.535474954505991,1.62352919732371,7.53826204330373e-06,0.000279833817261358,0.000220298332722999,2014,"tags=28%, list=11%, signal=26%","3552/2950/3606/972/3553/84433/7040/6376/3635/2697/80380/3575/5588/5880/90865/1437/301/11035/3135/7048/912/284194/6778/654346/54209/3569/29108/3958/7099/53833/64115/958/7128/1794/23529/29126/942/3481/8995/6850/1947/3952/26191/3620/652/3965/79679/4254/3115/6385/10673/2281/8660/970/1265/11151/4478/27242/3133/1435/8744/196/683/8654/5621/3105/3659/8764/1636/2534/2000/2355"
"GO:0061041","regulation of wound healing",111,0.62834283628048,1.77857400225056,7.713091902236e-06,0.000284500096852539,0.000223971847325405,1544,"tags=35%, list=8%, signal=32%","5054/2152/5328/857/302/5055/2191/348/9076/3170/135228/7056/301/710/5327/5345/84034/7124/84959/1906/2303/7057/114897/5270/55966/5329/7128/634/53905/1839/51330/5154/23189/4088/50506/90102/84830/55612/3640"
"GO:0001954","positive regulation of cell-matrix adhesion",51,0.734569587718991,1.87959196470297,8.37066533387633e-06,0.000306800778154923,0.000241527991745626,2845,"tags=51%, list=15%, signal=43%","6376/4680/1012/6281/56477/1307/7070/6422/7010/30008/4088/59339/1021/6385/55612/1435/3690/54453/6237/3273/8631/7422/2041/8829/3728/6093"
"GO:0042098","T cell proliferation",161,0.578343339878625,1.70220429704678,9.00818150673225e-06,0.000328090434625701,0.000258288209901737,1971,"tags=32%, list=11%, signal=29%","3552/3606/3553/84433/7040/2697/80380/5588/5880/301/11035/3135/7048/912/284194/654346/3569/29108/3958/53833/64115/1794/29126/942/3481/8995/6850/1947/3952/3620/652/3965/79679/4254/3115/6385/10673/2281/970/11151/4478/27242/3133/8744/8654/5621/3105/3659/8764/2534/2000"
"GO:0070665","positive regulation of leukocyte proliferation",118,0.61838404702356,1.76049160908935,9.23095123197459e-06,0.00033410274115228,0.00026302138016896,1753,"tags=31%, list=9%, signal=28%","3552/3606/972/3553/84433/80380/5588/5880/1437/301/7048/912/3569/29108/7099/958/23529/29126/942/3481/6850/1947/3952/3965/79679/4254/3115/10673/8660/970/11151/3133/1435/8744/683/3105"
"GO:0045619","regulation of lymphocyte differentiation",177,0.572197706869708,1.69758534618848,9.35474388431237e-06,0.000336480259838838,0.000264893074618875,2417,"tags=29%, list=13%, signal=25%","3624/3606/972/4323/84433/7040/2625/3635/3575/558/3956/301/8808/3135/7048/11005/114548/64115/942/3566/861/6422/2621/639/8995/101/6850/864/652/3623/3965/5896/1209/8651/3111/814/8744/677/678/3659/6935/6932/1960/10538/3718/4192/3726/56603/8876/3600/64332"
"GO:0090287","regulation of cellular response to growth factor stimulus",278,0.522108914092552,1.59247010860691,9.91225706780816e-06,0.00035433259678813,0.000278947273298747,2701,"tags=33%, list=15%, signal=29%","9982/7424/10468/857/3553/2201/27122/2625/22943/1001/135228/650/55959/858/147372/7041/3675/7498/4804/9353/7057/64399/23089/51232/5654/6422/4681/100532736/50515/81031/2246/1149/4088/161742/23213/652/399473/81848/3491/8200/11167/79812/90993/10272/28514/2817/55612/375387/2200/1756/2022/25928/10253/1030/494470/56975/3690/2297/3678/5468/6935/3688/860/574506/9839/6091/64750/7423/6868/3273/23111/25865/642489/4052/7043/4851/27020/3209/7422/7474/3091/153090/57154/5770/2247/4734/2280/200734/6653/388585/1499/57045"
"GO:0072676","lymphocyte migration",82,0.671013687138837,1.83727356320703,1.01832574507543e-05,0.000361786772376184,0.000284815550656872,2876,"tags=48%, list=16%, signal=40%","6288/6376/2625/1901/6364/11035/6373/9420/29108/3676/3383/22914/100528032/2621/101/7499/257144/9048/9466/84830/11151/4478/23143/2131/5339/1893/3690/351/8764/6868/284114/6793/6278/3627/7474/9750/2770/4739/27"
"GO:0032635","interleukin-6 production",125,0.613941838346206,1.75853669085546,1.09201512503114e-05,0.000383264217518505,0.000301723604881013,3008,"tags=46%, list=16%, signal=38%","3552/972/2069/3553/1535/7040/6376/3635/11213/90865/8808/59341/5452/113277/5724/54209/3569/29108/7099/7124/84632/7096/7128/338322/140885/2621/6850/3952/26191/7097/3965/9466/10333/85480/3556/55765/23208/351/5603/2000/7098/3106/23586/136/824/7474/9181/55122/5450/3670/2149/1051/177/4155/5336/961/4345"
"GO:0032675","regulation of interleukin-6 production",125,0.613941838346206,1.75853669085546,1.09201512503114e-05,0.000383264217518505,0.000301723604881013,3008,"tags=46%, list=16%, signal=38%","3552/972/2069/3553/1535/7040/6376/3635/11213/90865/8808/59341/5452/113277/5724/54209/3569/29108/7099/7124/84632/7096/7128/338322/140885/2621/6850/3952/26191/7097/3965/9466/10333/85480/3556/55765/23208/351/5603/2000/7098/3106/23586/136/824/7474/9181/55122/5450/3670/2149/1051/177/4155/5336/961/4345"
"GO:0001906","cell killing",154,0.598348903889491,1.75233503359588,1.10068621427808e-05,0.00038398035342677,0.000302287380725325,2911,"tags=44%, list=16%, signal=37%","3075/3853/718/3606/2919/7040/3576/3635/3575/2920/2921/6364/84659/11035/57823/6372/4277/3135/6373/912/8542/3078/5272/3958/3383/9547/22914/100528032/56477/6318/2635/634/3952/2633/3965/966/1075/11151/3133/820/3136/135250/3823/3105/154064/201294/10666/3106/3134/3821/3273/3140/3916/3627/3107/100507436/5819/3822/51571/5817/1512/6891/353091/127544/177/1130/735"
"GO:0030857","negative regulation of epithelial cell differentiation",40,0.761279195656736,1.87891554042832,1.19181231627914e-05,0.000413280546321708,0.000325353869637881,2698,"tags=57%, list=15%, signal=49%","8626/3552/10468/857/4318/130497/7498/3204/182/161742/399473/28514/10253/6935/1903/4855/4851/7422/2137/6662/200734/388585/1499"
"GO:0001935","endothelial cell proliferation",130,0.60584683995948,1.74232842595233,1.47269707284183e-05,0.000507642187430181,0.000399639788375812,2903,"tags=41%, list=16%, signal=35%","9982/2152/857/1295/4323/348/6678/858/8828/10000/1012/4017/3676/7498/7124/4804/7057/9037/1296/3481/1969/8742/3952/7010/3339/23213/652/79812/2022/1893/3690/5468/407010/1960/574506/9839/4192/7423/6868/5629/28984/25865/7422/5155/7474/3091/407018/2247/7046/3988/8829/7857/1739"
"GO:0001959","regulation of cytokine-mediated signaling pathway",148,0.597553872118098,1.74355083550364,1.49684538484888e-05,0.000512913113826027,0.000403789309360355,2775,"tags=28%, list=15%, signal=24%","2950/857/972/834/6586/558/11213/117854/114769/54209/3569/29108/9353/1906/958/8877/7128/340061/2621/6850/7805/85480/2131/1893/1435/3557/5468/837/3656/6091/6868/7837/7474/3091/407018/5770/10555/7850/3574/4940/83643/54625"
"GO:0007599","hemostasis",203,0.548303959770807,1.64411955125307,1.54620332586493e-05,0.000526709615299047,0.000414650563735047,2760,"tags=34%, list=15%, signal=30%","5054/7980/2152/5328/10630/857/302/5055/2191/6288/348/558/5588/2313/3170/7056/710/5327/5345/84034/3569/7099/51129/84959/1906/2192/23452/7057/114897/375033/5270/5329/958/10544/634/2621/388931/1606/6850/3673/5359/5265/5154/5028/1608/10398/966/9060/84830/3690/2316/5321/2776/3273/10627/10855/4627/25946/5155/3710/160851/71/1192/196527/5627/308/340205/2149/51156/60"
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction",193,0.553355503462575,1.65817030101266,1.6907233099854e-05,0.000572571853106753,0.000450755472794508,3453,"tags=33%, list=19%, signal=27%","3552/1902/857/972/3553/84433/7040/834/6376/1909/2697/3956/11213/541468/134728/113277/114769/29108/7099/7124/1906/10346/958/29775/57449/3965/10333/84962/286343/843/1893/55765/2316/10769/3656/7098/24138/330/6574/79971/10913/7422/6284/153090/8743/10758/2280/57162/2149/54602/6885/8717/7132/2319/8915/257397/81603/27032/10616/65018/9218/148022/8795"
"GO:0051336","regulation of hydrolase activity",278,0.515854980745422,1.57339515767673,1.80692019351384e-05,0.000608364816316201,0.000478933375649232,2900,"tags=29%, list=16%, signal=25%","5054/7076/5055/22925/5275/1992/8710/650/55619/6317/858/710/85360/6622/1475/5345/5272/4233/5696/51129/7078/64115/22914/100528032/5268/6281/5270/871/7052/5806/120892/6318/7070/1969/6422/5271/7074/64063/55357/3655/152273/55785/6695/54922/23143/11033/1893/221472/8412/5176/4035/10411/2896/3688/5045/375790/10276/2245/23616/23348/2263/23603/2041/2043/153090/51429/65078/89777/9750/11149/30851/341/1512/4940/2149/5274/6093/177/5364/4155"
"GO:0050818","regulation of coagulation",62,0.700444561675921,1.83749455464251,1.82034501573154e-05,0.000609342080121464,0.000479702723646686,1495,"tags=39%, list=8%, signal=36%","5054/2152/5328/857/302/5055/2191/348/3170/7056/710/5327/5345/84034/84959/1906/7057/114897/5270/5329/10544/634/5154/84830"
"GO:0051302","regulation of cell division",157,0.569712024144524,1.67270425966367,1.85109691142824e-05,0.000612554412233197,0.000482231622459892,2553,"tags=20%, list=14%, signal=18%","8626/3552/7424/346389/2069/3553/7040/2810/2250/81606/7042/54627/2124/5228/3481/7039/56034/2246/5154/28514/387755/6840/1263/4192/7423/2263/7043/63971/7422/5155/685/2247"
"GO:0002218","activation of innate immune response",272,0.520030301280767,1.5823650375181,1.85007264747049e-05,0.000612554412233197,0.000482231622459892,3105,"tags=27%, list=17%, signal=23%","6280/857/57402/1535/3428/834/6279/8061/11213/22861/54209/114548/29108/7099/5058/7124/9424/115004/23180/1520/22914/100528032/7096/23643/7128/2099/29126/9111/338322/11074/340061/6850/26191/7097/10333/25827/55765/3823/3659/351/2534/3656/29800/7098/929/3821/23586/330/10318/55601/57787/79931/64332/57142/153090/55366/3822/4940/839/57162/81790/6397/6885/121260/5336/4938/57724/3430/6714/8780/83737/8546/26524/8915"
"GO:0032755","positive regulation of interleukin-6 production",83,0.651048144765935,1.78612057588096,1.89420446612196e-05,0.00062325784450638,0.000490657867390803,2939,"tags=48%, list=16%, signal=41%","3552/972/2069/3553/1535/7040/90865/8808/59341/5452/113277/5724/3569/29108/7099/7124/7096/338322/6850/3952/7097/3965/10333/85480/3556/55765/351/5603/7098/23586/136/7474/9181/55122/5450/3670/2149/177/4155/5336"
"GO:0051781","positive regulation of cell division",77,0.673116083142882,1.82736854861198,1.94634991122988e-05,0.000629682253404036,0.000495715464012738,2553,"tags=32%, list=14%, signal=28%","3552/7424/346389/2069/3553/7040/2250/81606/7042/54627/5228/3481/7039/56034/2246/5154/6840/4192/7423/2263/7043/7422/5155/685/2247"
"GO:0045861","negative regulation of proteolysis",135,0.599597632240392,1.73412464983985,1.93201151011314e-05,0.000629682253404036,0.000495715464012738,2052,"tags=23%, list=11%, signal=21%","5054/7076/5328/5055/5275/1992/8710/6317/710/5327/11005/1475/5345/5272/7079/7078/7057/5268/5270/871/120892/6318/5271/6695/1893/5176/5621/4035/5045/27074/3077"
"GO:0060070","canonical Wnt signaling pathway",275,0.517271391110385,1.57562952284556,1.94335147846827e-05,0.000629682253404036,0.000495715464012738,2553,"tags=25%, list=14%, signal=22%","3487/857/3489/7040/27122/2625/348/22943/8796/1909/1001/80114/27303/81029/650/55959/6657/7476/11211/57664/1906/1000/9037/1601/120892/27123/83595/83439/7162/115908/6422/7091/144165/25937/6591/51339/23189/4088/79705/4163/6382/1956/4038/55612/2131/25928/5754/2297/351/6932/130574/1958/9839/64750/5916/2776/4192/79971/2263/147699/4851/6662/7474/7473/9525/153090/2735/55366/2308/2247"
"GO:0048863","stem cell differentiation",220,0.539502992848392,1.6272863151094,1.98756880448575e-05,0.000639445052598721,0.000503401198375894,2824,"tags=30%, list=15%, signal=26%","8626/8091/3861/10371/3084/1909/81606/3214/7042/7476/7048/130497/8828/117854/1906/2303/3233/3204/1000/2296/9037/4070/2099/223117/182/6422/144165/6591/1947/3976/7114/11166/652/8482/9723/10512/1021/4254/2335/2131/6405/10509/678/3688/860/1636/10538/26147/399694/7538/2263/4851/23603/6662/7473/83959/3091/90/3911/2247/8463/388585/1499/3670/6495/8829"
"GO:0035987","endodermal cell differentiation",45,0.740505260997248,1.86938468204724,2.01112988922238e-05,0.000643450452402587,0.000506554437349354,1768,"tags=42%, list=10%, signal=38%","8091/3624/1295/4313/4323/22943/3914/4318/6657/1303/3676/1284/3909/1294/3912/1290/2335/3693/3678"
"GO:0032946","positive regulation of mononuclear cell proliferation",108,0.618442202425848,1.7420905220363,2.06595148048798e-05,0.000657358517775048,0.000517503520069025,1753,"tags=31%, list=9%, signal=29%","3552/3606/972/3553/84433/80380/5588/301/7048/912/3569/29108/7099/958/23529/29126/942/3481/6850/1947/3952/3965/79679/4254/3115/10673/8660/970/11151/3133/1435/8744/683/3105"
"GO:0001706","endoderm formation",52,0.720736326359365,1.8486725441217,2.1046716290244e-05,0.00066307650009138,0.000522004984485139,1768,"tags=42%, list=10%, signal=38%","8091/3624/1295/4313/4323/22943/3914/4318/6657/1303/3676/1284/83595/3909/1294/3912/1846/1847/1290/2335/3693/3678"
"GO:0061045","negative regulation of wound healing",57,0.700476573346264,1.81759550534003,2.11827236257823e-05,0.00066307650009138,0.000522004984485139,1495,"tags=42%, list=8%, signal=39%","5054/5328/302/5055/2191/348/135228/7056/710/5327/5345/7124/84959/1906/7057/114897/5270/55966/5329/634/5154/4088/90102/84830"
"GO:0032944","regulation of mononuclear cell proliferation",178,0.56159574428221,1.66616436061584,2.11816892031365e-05,0.00066307650009138,0.000522004984485139,1857,"tags=31%, list=10%, signal=29%","3552/3606/972/3553/84433/7040/3635/80380/5588/5880/301/11035/3135/7048/912/284194/654346/3569/29108/3958/7099/53833/64115/958/23529/29126/942/3481/8995/6850/1947/3952/26191/3620/652/3965/79679/4254/3115/6385/10673/8660/970/1265/11151/27242/3133/1435/8744/196/683/8654/5621/3105/3659/8764"
"GO:0010596","negative regulation of endothelial cell migration",46,0.738997388390988,1.87413847542942,2.13948539052966e-05,0.000666116123470819,0.00052439791886723,2553,"tags=43%, list=14%, signal=38%","7040/348/7124/9353/7057/29775/161742/55466/79812/5176/5468/1647/574506/407006/3273/28984/6672/4851/153090/2247"
"GO:0034341","response to type II interferon",100,0.62797893125962,1.753287660198,2.16001988321554e-05,0.000668913109288835,0.000526599837557361,3121,"tags=41%, list=17%, signal=34%","972/163351/834/9076/6622/115361/7099/7124/1906/958/2635/140885/1594/2934/7097/2633/3965/3716/8519/3659/5468/7791/8942/7431/169026/3460/7098/5292/10410/6672/10435/7474/71/55337/2317/965/54625/10097/961/3459/6737"
"GO:0051216","cartilage development",173,0.567600850066204,1.68412129345672,2.28222713244349e-05,0.000702998793828737,0.00055343369040385,2702,"tags=36%, list=15%, signal=31%","8091/7076/960/5744/7040/2625/7045/2202/81029/4882/650/55959/7476/7048/130497/59341/85301/3232/4017/1906/871/861/3213/3696/1490/50515/6591/3952/864/4088/23213/652/3491/8200/4148/150356/2131/1893/649/3207/6935/54206/860/3200/51222/2355/144347/100533183/5916/2132/4192/5593/6662/7474/3091/5925/2247/8538/1301/388585/1499/57045/7046"
"GO:0045682","regulation of epidermis development",56,0.698581959061476,1.80652809374732,2.362521747267e-05,0.000720071759917011,0.000566874331712653,3112,"tags=50%, list=17%, signal=42%","8626/79413/2810/135228/2118/5317/247/3204/2296/1594/23764/652/28514/4664/677/54206/4665/7538/8609/4851/2137/5920/2247/388585/6093/26154/54845/7421"
"GO:0002764","immune response-regulating signaling pathway",441,0.476503136190414,1.4900836286383,2.35625179466052e-05,0.000720071759917011,0.000566874331712653,3462,"tags=30%, list=19%, signal=25%","718/6280/857/57402/1535/84433/3428/834/2625/3635/3783/5588/6279/8061/11213/22861/4277/3135/150771/2533/123920/54209/114548/29108/3958/7099/5058/53833/7124/9424/115004/23180/1520/22914/100528032/7096/958/23643/7128/2099/29126/9111/7070/11074/340061/634/6850/7805/26191/5359/7097/2633/9473/257144/79679/3115/10333/5602/27242/25827/55765/5621/3823/3105/3659/23149/351/2534/3656/2355/29800/7430/7098/10666/929/3821/23586/330/10318/8631/25865/55601/57787/79931/64332/57142/1997/971/5819/9404/153090/55366/3822/6461/974/719/1512/4940/57162/81790/3988/2268/6397/6885/9564/121260/5336/4938/57724/961/3430/6714/8780/83737/8546/26524/8915/581/3843/7525/126014/79132/28638/5610/10616/59338/1399/9214/144811/148022/286430/868/2241"
"GO:0006023","aminoglycan biosynthetic process",54,0.704581089751057,1.81557332271507,2.40349033247972e-05,0.00072872316834503,0.00057368512703057,2639,"tags=48%, list=14%, signal=41%","11227/3553/9956/64131/7040/10331/3037/374907/3038/83539/93010/50515/29940/56548/2131/51363/84752/10090/2132/10678/5155/9957/64132/57214/79586/9469"
