"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007005","mitochondrion organization","193/6809","445/18805",0.433707865168539,1.19780825444182,3.18153450283197,0.000970464050639625,0.00761394943433928,0.00506230370275173,"IER3/SFN/SLC25A33/CAV2/PLSCR3/PLAUR/EPAS1/IFI27L2/MAPT/SNCA/CIBAR1/LMNA/CEBPA/MPV17L/NDUFB4/INF2/CYRIB/EDN1/RAB32/PISD/LYRM7/AKT3/PPARG/PLEC/YME1L1/NECTIN2/LIPA/MYH14/FAM162A/VPS35/FMC1/RAB38/RAP1GDS1/HIGD2A/GSK3A/BLOC1S2/RAB3A/RALBP1/AIFM2/MLLT11/COL6A1/MCU/LONP1/EDNRA/MAN2A1/ATP5IF1/FUNDC1/NEURL4/ATPAF1/DMAC2/SELENON/PPP2CB/RALA/ATP13A2/UQCC1/EYA2/TMEM102/IGF1/NDUFB10/AP3B1/UCP2/PEX5/CHCHD10/LETM2/GPER1/GCLC/OMA1/BAK1/THEM4/GPX1/BCL2L11/TERT/PID1/STPG1/BAX/PMAIP1/SUPV3L1/PLD6/BCL2A1/NDUFS2/GCLM/FOXRED1/VAT1/PPM1K/RHOT1/CNTNAP1/SLC25A4/MCL1/FEZ1/NDUFAB1/AIFM1/SDHAF3/MUL1/FZD9/NDUFB1/PARP1/TP53/IFIT2/NDUFA5/DNAJA3/THG1L/COX18/NDUFA2/SURF1/TIMM10B/PTCD2/VPS54/TMEM135/UQCC6/PYCARD/MMP9/ADCK1/GDAP1/MTX1/BID/ECSIT/GGCT/TNFSF10/CHCHD6/TMEM186/METTL4/NDUFA1/APOOL/TYMP/PINK1/EPM2A/BCL2L1/BAD/NDUFB8/TOMM6/CLU/MTCH2/MICOS10/LRRK2/NAIF1/NDUFA3/UQCRFS1/CEP89/LYRM2/P2RX7/MIGA2/TIMM8B/UQCC4/BNIP3/PPIF/SLC9A1/PPARGC1A/COX17/SMIM20/HIGD1B/JTB/BCL2L10/COA5/GSK3B/APOO/NDUFS3/PRMT6/HSPD1/MFSD8/SLC35F6/POLDIP2/BMF/ENDOG/NDUFB11/NDUFC2/ZDHHC6/ATP2A1/TIMM10/BCL2L2/NME3/CLN8/NDUFAF4/IFI27L1/VPS13A/COX14/MIEF2/PRKN/PET117/ALKBH7/COA4/NDUFS5/SPIRE1/UQCC5/NIPSNAP2/SDHAF4/NDUFA8/STOX1/PDE2A/ACAA2/SDHAF1/BIK/ABCC9/NOS3",193
"GO:0003176","aortic valve development","27/6809","45/18805",0.6,1.65707152298429,3.32468914346876,0.00097482776499265,0.00763875517451084,0.0050787963510682,"TGFBR2/RB1/SLIT2/SNAI2/TGFB1/JAG1/AXIN2/GATA3/SOX9/TNFRSF1A/NOTCH1/SMAD6/ROBO1/SLIT3/BMP2/ROCK1/RHOA/SNAI1/BMP4/EFNA1/CDH11/ELN/RBPJ/SMAD2/ROCK2/ROBO2/NOS3",27
"GO:0036465","synaptic vesicle recycling","47/6809","89/18805",0.528089887640449,1.4584711906416,3.26624753955558,0.000984250242711918,0.00768346783287439,0.0051085245569022,"WNT7A/SNCA/PACSIN1/CAPN2/ACTB/ACTG1/SNX9/SYNJ2/ATP8A1/RAB3A/CLTB/STON2/NLGN1/TBC1D24/CANX/BIN1/ROCK1/PIK3C3/ABCA13/AP3S1/RAB7A/MX1/SNAP91/ITSN1/PICALM/SYT7/ARPC3/RAB5A/SCRIB/STX1A/GIT1/SNCG/DGKQ/LRRK2/ARF6/SH3GL2/RAB27B/TOR1A/CDK5/DNM3/PLD2/SYT11/PRKN/NLGN3/SLC2A4/BLTP1/STON1",47
"GO:0032602","chemokine production","54/6809","105/18805",0.514285714285714,1.42034701970082,3.25409613197171,0.000985369989581846,0.00768346783287439,0.0051085245569022,"SYK/SIRPA/IL4R/EPHA2/GSTP1/SNAI2/APP/TGFB1/ADORA2B/IL18/CD74/IL6R/IL1B/ADAM17/TLR3/CLEC7A/EIF2AK2/HIF1A/MBP/OAS3/TLR4/IL33/CXCL6/TRPV4/SIGIRR/ALOX15B/IL1RL1/TREM2/LPL/IL6/MUL1/TLR2/TNF/TIRAP/APOD/WNT5A/PYCARD/FFAR2/TRIM32/TICAM1/TNFSF4/MYD88/TSLP/IL17RA/RIPK2/C1QTNF3/AGER/OAS1/LGALS9/CSF1R/CARD9/EGR1/IL7/ARG2",54
"GO:0032642","regulation of chemokine production","54/6809","105/18805",0.514285714285714,1.42034701970082,3.25409613197171,0.000985369989581846,0.00768346783287439,0.0051085245569022,"SYK/SIRPA/IL4R/EPHA2/GSTP1/SNAI2/APP/TGFB1/ADORA2B/IL18/CD74/IL6R/IL1B/ADAM17/TLR3/CLEC7A/EIF2AK2/HIF1A/MBP/OAS3/TLR4/IL33/CXCL6/TRPV4/SIGIRR/ALOX15B/IL1RL1/TREM2/LPL/IL6/MUL1/TLR2/TNF/TIRAP/APOD/WNT5A/PYCARD/FFAR2/TRIM32/TICAM1/TNFSF4/MYD88/TSLP/IL17RA/RIPK2/C1QTNF3/AGER/OAS1/LGALS9/CSF1R/CARD9/EGR1/IL7/ARG2",54
"GO:0043255","regulation of carbohydrate biosynthetic process","54/6809","105/18805",0.514285714285714,1.42034701970082,3.25409613197171,0.000985369989581846,0.00768346783287439,0.0051085245569022,"PTAFR/SNCA/NR3C1/IGF2/ENPP1/IRS1/INSR/IRS2/TGFB1/EGF/GSK3A/P2RY1/SIK1/LEPR/FOXO1/GPT/CLTC/GCG/MTCL2/HAS2/PPP1R3C/DDB1/PASK/IGF1/GPER1/KAT2A/PPP1R3E/SELENOS/PRKAG2/GRB10/EPM2AIP1/PPP1R3F/SDHAF3/PDGFB/NFKB1/ZNF692/RANBP2/ACADM/PTPN2/DYRK2/PPP1CA/DGKQ/SMPD3/PDK2/PTH1R/PPARGC1A/C1QTNF3/GSK3B/TCF7L2/GNMT/LEP/PGP/PPARA/P2RY6",54
"GO:0045217","cell-cell junction maintenance","14/6809","19/18805",0.736842105263158,2.03500011594561,3.40054557480462,0.000991417337269496,0.00770227038917805,0.00512102585484462,"KIFC3/PKP1/INAVA/MTSS1/KIRREL1/PARD6A/CNTNAP1/F2R/CAMSAP3/FERMT2/PLEKHA7/CD177/CSF1R/DSC1",14
"GO:0097320","plasma membrane tubulation","14/6809","19/18805",0.736842105263158,2.03500011594561,3.40054557480462,0.000991417337269496,0.00770227038917805,0.00512102585484462,"MICALL1/ATP10A/EHD2/PACSIN1/SNX9/BIN3/SH3GLB1/ASAP1/FNBP1L/CHMP4A/PACSIN3/CAVIN2/SNX33/WASL",14
"GO:2000811","negative regulation of anoikis","14/6809","19/18805",0.736842105263158,2.03500011594561,3.40054557480462,0.000991417337269496,0.00770227038917805,0.00512102585484462,"CAV1/PIK3R3/SNAI2/ITGB1/ITGA5/SRC/NOTCH1/CEACAM6/MCL1/PTK2/CEACAM5/TLE1/BCL2L1/PIK3CA",14
"GO:0034612","response to tumor necrosis factor","111/6809","241/18805",0.46058091286307,1.2720258578925,3.20207492590259,0.000992939205823267,0.00770467478999616,0.00512262447422992,"NKX3-1/ZFP36L2/SYK/TMSB4X/EXT1/GAS6/CLDN1/GSDME/FAS/GSTP1/TNFRSF21/TNFAIP3/ACTN4/CEBPA/THBS1/CD40/EDN1/SPHK1/DAB2IP/GBP3/CARD14/TRAF3IP2/KCNJ11/SFRP1/AFF3/CASP1/TNFRSF14/GATA3/TXNDC17/ADAM17/CASP4/TNFRSF1A/CXCL8/TRADD/MAP3K7/ZFP36L1/HAS2/YBX3/TNFRSF25/PPP2CB/GPER1/NAIP/KAT2A/SMPD1/TRAF1/MAPK1/ADAM9/PID1/BIRC3/RIPK1/CARD16/HYAL3/GCH1/MAPK14/ZFP36/GBP1/PTGS2/ADAM10/LAPTM5/MAP4K3/TNF/NFKB1/TP53/TUBA1A/PELI3/CHUK/NFE2L2/TANK/ARHGEF2/PYCARD/TRIM32/AKAP12/CASP3/CD58/TNFRSF19/ASS1/KRT18/PTPN2/BIRC2/EIF5A/SMPD3/KRT8/TNFRSF11A/COL1A1/CYP1B1/CCDC3/CYLD/TNFSF18/ILK/ENDOG/GPD1/NKIRAS1/SPPL2B/NPNT/ADAMTS13/PRKN/SLC22A5/TNFSF13B/CD70/CARD8/ULK1/EDA2R/SLC2A4/CD14/MIB2/ZC3H12A/HES1/IL18BP/CAMP/KLF2/GPS2",111
"GO:0007498","mesoderm development","69/6809","140/18805",0.492857142857143,1.36116589387995,3.2315085712964,0.000997032570328504,0.0077270024200459,0.00513746949589039,"ITGA3/ITGB4/SMAD3/EPHA2/EXT1/ITGA2/ETS2/EXT2/HMGA2/TP63/FOXC1/DKK1/TWSG1/WLS/ITGB1/OVOL1/INHBA/FGFR2/TEAD2/ZFP36L1/SSBP3/ACVR1/CITED2/GJA1/EYA2/SNAI1/TBX3/MESP1/DLL3/SECTM1/OSR1/GPI/BMP4/BMX/LHX2/PRKAR1A/RPS6KA6/HES7/WNT3/WNT5A/ZFPM2/FOXC2/SMAD2/AMH/EXOC4/SRF/IKZF3/YAP1/SMAD4/MESP2/VEGFA/EPB41L5/HOXA11/AXIN1/GDF11/POU4F1/PALB2/MEST/ETV2/PAX2/KDM6B/IRX3/POFUT2/NCLN/AHDC1/SMO/TLX2/DAND5/ITGB3",69
"GO:0002791","regulation of peptide secretion","97/6809","207/18805",0.468599033816425,1.29417019105858,3.20626396028924,0.00100523030978154,0.00776303355192735,0.0051614255956663,"ACSL4/MPC2/TM7SF3/PRKD1/IRS1/LRRC8A/IRS2/FKBP1B/SRI/ANO1/PPP3CA/INHBB/EFNA5/KCNJ11/SFRP1/CD74/EGFR/PAX8/HFE/BAIAP3/IL1B/GNAZ/MCU/FOXO1/HIF1A/ADRA2A/VSNL1/GPR68/GCG/RAPGEF3/S100A8/PASK/C2CD2L/FOXA2/TIAM1/UCP2/TCIRG1/NADK/GPR27/GPER1/ABCC8/PFKM/SLC16A1/PDX1/PLA2G6/RFX6/MYRIP/HTR2C/SYT7/PRKAR1A/KLF7/IL6/TNF/SSTR5/BMAL1/NKX6-1/SLC9B2/CHRM3/CPT1A/FFAR2/CARTPT/STX1A/GIPR/BAD/ILDR1/GHRHR/ITPR1/STX4/RPH3AL/RAPGEF4/ADRA2C/SLC8B1/SIDT2/PDE8B/PPARD/PRKCE/PFKFB2/ABCA12/SIRT3/HLA-DRB1/TCF7L2/CLOCK/LEP/GPLD1/TFR2/BMP8A/PRKN/UCN/BRSK2/PLCB1/ISL1/TRPM5/ADORA1/GHRL/SYTL4/NNAT/SLC30A8",97
"GO:0051235","maintenance of location","104/6809","224/18805",0.464285714285714,1.28225772611879,3.20172381093315,0.00100640620962,0.00776303355192735,0.0051614255956663,"CAV1/UBASH3B/PKP2/TRPM2/FLNA/SNCA/FBN2/PRKD1/PML/PLCB3/ERO1A/CORO1A/PLCH2/SP100/DMD/GSTO1/DZIP1/FKBP1B/RYR2/SRI/TGFB1/SLC25A23/GM2A/FKBP1A/CYBA/SLC8A1/CX3CL1/NBL1/MICOS10-NBL1/APOE/ITPR3/SELENON/CALM2/CCDC88A/GSTM2/CAPN3/CHCHD10/GPER1/FBN1/TSPO/ANK3/ARL2BP/KDELR1/BAX/EPG5/PLCE1/MORC3/PLCH1/SRGN/HTR2C/BARD1/CXCL11/HSP90B1/PLCB4/FKRP/SYNE1/BDKRB1/F2R/TRPC1/HSPA5/TXN/ARHGAP21/ANKRD13C/PINK1/ITPR2/PAFAH1B1/SORL1/GP1BA/TPCN2/ITPR1/PKD2/TMEM38B/THY1/BBS4/P2RX7/PLCG2/SLC8B1/JPH2/RYR1/ANK2/PRKCE/RANGAP1/GPSM2/CDK5/MFSD8/CEMIP/CLIC2/ABL1/ATP2A1/LYN/PDIA2/VPS13A/LTBP1/P2RY6/HEXA/NRROS/PLCB1/PLCB2/TMEM232/HRC/KDELR3/DAND5/ITGB3/TRDN",104
"GO:0051648","vesicle localization","104/6809","224/18805",0.464285714285714,1.28225772611879,3.20172381093315,0.00100640620962,0.00776303355192735,0.0051614255956663,"MLPH/SDC1/SDC4/SNCA/ACTN4/KIF5C/VPS4B/RAB1A/KIF13A/CTNNB1/RAB17/BLOC1S2/RAB3A/EXOC6B/BAIAP3/CDH3/MREG/EXOC2/PPFIA2/NLGN1/TRAPPC12/ITGA4/SYT4/ATP13A2/AP3B1/TCIRG1/FNBP1L/LIMK2/AP3S1/BICDL2/RAB7A/SYN2/SAR1B/MX1/SDCBP/SNAP91/TANC2/TBC1D23/FBXW11/KIF16B/YKT6/UNC13B/PICALM/TRAPPC8/TMED9/SNAP29/HGS/SEPTIN5/CEP19/DCTN1/KIF1A/UNC13C/CLASP1/SYNDIG1/EXOC1/SCRIB/SYN1/CDH2/EXOC4/NRXN1/PINK1/PAFAH1B1/MYO5A/BSN/BLOC1S3/KIF1B/LIN7A/USO1/STXBP1/LRRK2/SMPD3/NDE1/TRAPPC6A/CHMP2A/NAGLU/SNAP23/WASL/KLHL12/TMED10/FYCO1/ARL6/ARFGAP2/C17orf75/IRAG2/TOR1A/CDK5/CDR2L/ATP9A/MYO7A/CLN3/TRAPPC9/DNM3/RASGRP1/TRAK2/RAB27A/MAP4K2/NDEL1/SYT11/PRKN/LIN7B/BRSK2/SLC2A4/KIFC2/TRIM46",104
"GO:1904659","D-glucose transmembrane transport","57/6809","112/18805",0.508928571428571,1.4055517382456,3.24312983371713,0.00100656800106816,0.00776303355192735,0.0051614255956663,"SLC2A9/ENPP1/IRS1/OPN3/SLC2A1/INSR/IRS2/EDN1/GSK3A/SLC2A10/IL1B/ACACB/EDNRA/SLC45A1/C3/RTN2/SLC27A1/IGF1/SLC2A3/SLC2A6/TERT/ASPSCR1/SELENOS/PID1/GPC3/FABP5/PRKAG2/GRB10/SLC2A5/MAPK14/YES1/TNF/NFE2L2/RHOQ/APPL2/SLC2A12/OCLN/CREBL2/PRKCI/PPARD/CLTCL1/KLF15/RAB4B/LEP/TRIB3/SLC1A2/SGCB/SLC2A11/ZDHHC7/SLC5A3/HNF1A/SLC2A4/PIK3R1/ACE/SLC2A14/FGF21/SLC25A27",57
"GO:0002218","activation of innate immune response","145/6809","325/18805",0.446153846153846,1.23218138888575,3.18102191883326,0.00101530253069257,0.00782090616066822,0.00519990348733649,"CAV1/SYK/PAK1/KCNK6/FOSL1/RFTN1/STING1/TNFAIP3/PRKD1/RTN4/IFI16/INAVA/IRF1/FBXL2/RIGI/SEC14L1/DAB2IP/APP/TNIP1/NMI/MARK4/S100A9/IPO5/SLC15A4/LGR4/CYBA/CGAS/TKFC/CASP1/TLR6/TLR3/S100A14/CLEC7A/FYN/EIF2AK2/SRC/SMPDL3B/SARM1/MAP3K7/PIK3AP1/PAK2/SMPDL3A/LYPLAL1/CASP6/OAS3/ITCH/S100A8/BCL10/TLR4/AP3B1/RNF144A/IRAK3/NAIP/RNF170/NLRP1/BIRC3/WDFY1/EPG5/ARRB2/DDX60/PTPRS/OTUD4/NLRP3/TREM2/SLC15A2/CTSS/ZNFX1/LATS2/PELI1/NFKBIZ/IRAK2/TREX1/CD274/TLR2/PARP1/TNF/TIRAP/NLRX1/FLOT1/CHUK/CPTP/COLEC12/PYCARD/FFAR2/TRIM32/ECSIT/RIOK3/TICAM1/APPL2/KLRK1/KLRC4-KLRK1/ZDHHC1/BIRC2/TBK1/NINJ1/TLR1/CLPB/NAGK/MYD88/NOP53/NAGLU/DDX41/LY96/P2RX7/TRAF6/PLCG2/ESR1/LACC1/LTF/NLRP10/IRF3/MAPKAPK3/TRAF3IP3/ZDHHC18/TRIM3/TRIM31/CYLD/PRKCE/PQBP1/RIPK2/OAS1/TRIM5/MAP2K6/HSPD1/MFHAS1/NOD1/PTPN22/TAX1BP1/RNF135/TRIM25/IFI35/GPR108/DHX58/NLRC3/RPS6KA3/LYN/CARD8/WASHC4/CD14/PIK3R1/KLRC3/SLC19A1/OASL/KCNK13/GPS2",145
"GO:0060412","ventricular septum morphogenesis","26/6809","43/18805",0.604651162790698,1.66991703866633,3.31332658816429,0.00102495681452276,0.00787617963275956,0.00523665328517071,"TGFBR2/TGFB2/SLIT2/FGFRL1/FGFR2/NOTCH1/ROBO1/SLIT3/ACVR1/CITED2/TBX3/TGFBR3/BMP4/SOX11/RBPJ/TGFBR1/ZFPM2/SAV1/SMAD4/FZD1/EGLN1/ROBO2/PROX1/HES1/NOS3/MIR17HG",26
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","26/6809","43/18805",0.604651162790698,1.66991703866633,3.31332658816429,0.00102495681452276,0.00787617963275956,0.00523665328517071,"ARPC2/FLNA/S100A10/TRIOBP/CSPG5/DOCK5/ARHGEF7/HAS2/CRKL/MYADM/NRP1/PREX1/NEDD9/MDK/CDC42/RAC1/UNC13D/CRK/P4HB/CARMIL1/DAB2/ILK/FERMT2/RAC3/ABL1/ITGB3",26
"GO:0070588","calcium ion transmembrane transport","155/6809","350/18805",0.442857142857143,1.22307660029792,3.17380013593902,0.00102856226083463,0.00789433957440106,0.0052487273264559,"CAV1/UBASH3B/TRPM2/GAS6/FLNA/SNCA/PRKD1/PML/PLCB3/ERO1A/CORO1A/PLCH2/MCUB/DMD/CACHD1/EDN1/KCNN4/GSTO1/GRIN3A/ATP2C1/FKBP1B/RYR2/SRI/PPP3CA/MCOLN3/TGFB1/ANO9/SLC25A23/PRNP/FKBP1A/NOS1/CYBA/ATP1B1/SLC8A1/CX3CL1/CACNA2D2/AHNAK/FYN/CACNA1D/MCU/EDNRA/PANX1/ADRA2A/AKAP5/BIN1/ITPR3/SELENON/CACNB1/CALM2/GSTM2/UCP2/CAPN3/LETM2/CACNA1H/GPER1/ATP2A2/BAK1/CHRNA7/GNB5/CACNG4/TRPV4/BAX/STAC/ANO6/PLCE1/TMBIM1/PLCH1/HTR2C/GRIN1/CXCL11/P2RX4/G6PD/SLC25A25/PLCB4/BHLHA15/CACNB2/BDKRB1/PMPCB/CACNA2D1/F2R/TRPC1/SMDT1/MICU2/MICU3/ITGAV/TMEM37/NALCN/ITPR2/TRPV3/GRIN2C/CRACR2A/P2RX5/SESTD1/GP1BA/TPCN2/PPP3R1/ORAI3/ITPR1/GPR35/PKD2/TMEM38B/THY1/PSEN2/SLC24A3/NCS1/CNGB1/TOR2A/P2RX7/SLC24A4/PLCG2/SLC8B1/TRPV6/JPH2/ATP2B1/RYR1/CACNA2D3/ANK2/SLC9A1/PRKCE/PPP3R2/TRPV2/GRIN3B/ATP2C2/P2RX6/PANX3/CEMIP/CLIC2/ORAI2/STIM1/ABL1/CBARP/ATP2A1/TRPM8/SLC24A1/TMC1/LYN/TRPM6/P2RY6/FAIM2/ATP2A3/PLCB1/NIPSNAP2/PLCB2/ATP2B4/CACNA1I/HRC/PKDREJ/TRPM5/NALF2/STAC3/GRIN2D/ITGB3/NOS1AP/TRDN/GJC2",155
"GO:0034976","response to endoplasmic reticulum stress","128/6809","283/18805",0.452296819787986,1.24914696667838,3.18165760948224,0.00103457865145605,0.00793093767189774,0.0052730603859369,"CAV1/MAGEA3/CLGN/SRPX/PML/PARP6/ERO1A/ERLIN1/RASGRF2/THBS1/AKT3/DAB2IP/APP/RCN3/FOXRED2/ATF6B/SVIP/APAF1/FBXO17/CASP4/GORASP2/PTPN1/EIF2AK2/CXCL8/MAP3K20/ERMP1/PDIA6/DNAJC3/CANX/BFAR/FBXO2/PPP2CB/CREB3/FAM8A1/ATP2A2/DNAJC10/UBXN2A/BAK1/ERLEC1/BCL2L11/SELENOS/BAX/PMAIP1/SERP2/TMTC4/RPAP2/USP19/PDX1/ASB11/ATF3/MBTPS1/STT3B/CCDC47/AIFM1/USP14/EIF2AK4/EDEM1/NCK2/HSP90B1/TP53/TMUB2/BHLHA15/FLOT1/PDIA4/UBXN4/TNFRSF10B/NFE2L2/UGGT1/USP13/P4HB/TRIM13/RNFT2/MAN1C1/PPP1R15B/ALOX15/HSPA5/TMEM117/SGF29/UBXN10/BCL2L1/AQP11/PTPN2/RNF145/CEBPB/NRBF2/TMTC3/CLU/CDK5RAP3/ITPR1/PDIA3/LRRK2/YOD1/NIBAN1/FBXO27/ATF6/NCCRP1/PARP16/TMEM129/FBXO6/UGGT2/CREB3L2/TOR1A/GSK3B/HERPUD2/CREB3L1/FICD/NOD1/UBAC2/CREBZF/PPP1R15A/ABL1/TRIM25/ATP2A1/TRIB3/NCK1/USP25/CREBRF/PARP8/TTC23L/PDIA2/PRKN/UFC1/BRSK2/ATP2A3/PIK3R1/ABCA7/FGF21/DNAJB9",128
"GO:0048704","embryonic skeletal system morphogenesis","50/6809","96/18805",0.520833333333333,1.43843014147941,3.24458601917504,0.00103735443509915,0.00794263546392178,0.00528083792325678,"MMP14/SMAD3/TGFBR2/HOXA9/TFAP2A/HOXA1/RUNX2/MDFI/HOXB3/CTNNB1/CHST11/FGFR2/MTHFD1L/HOXD10/HOXD11/DLG1/HOXD9/FLVCR1/SIX1/HOXB4/HOXA7/GRHL2/HOXB2/OSR1/HOXA3/GSC/BMP4/SOX11/HOXD3/HOXB7/TGFBR1/FOXC2/TBX15/MEGF8/ZEB1/SMAD2/HOXC9/MMP16/SLC39A1/SLC39A3/HOXD4/HOXB6/HOXA11/TGFB3/HOXB8/OSR2/HOXA5/ALX4/HOXC11/HOXA2",50
"GO:0034767","positive regulation of monoatomic ion transmembrane transport","74/6809","152/18805",0.486842105263158,1.3445536480355,3.2133117427516,0.00104060301350921,0.00795792075914686,0.00529100069190699,"CAV1/TMSB4X/STK39/FLNA/SNCA/ACTN4/DMD/EDN1/KCNN4/GSTO1/SRI/PPP3CA/WNK3/FGF13/NOS1/ATP1B1/CX3CL1/WNK2/EDNRA/AKAP5/CALM2/GSTM2/CAPN3/FXYD5/GPER1/BAK1/ANK3/NHERF1/BAX/LRRC26/STAC/ANO6/TESC/GAL/TREM2/CTSS/GRIN1/FXYD3/KCNQ1/CXCL11/P2RX4/G6PD/CACNB2/BDKRB1/F2R/TRPC1/HEPH/CRACR2A/P2RX5/PPP3R1/PKD2/THY1/TOR2A/P2RX7/JPH2/ATPSCKMT/ANK2/SLC9A1/PPP3R2/COX17/AKAP7/EPHB2/CEMIP/STIM1/ABL1/ATP2A1/AMIGO1/P2RY6/KCNE5/NIPSNAP2/STAC3/NOS1AP/TRDN/GJC2",74
"GO:0046503","glycerolipid catabolic process","38/6809","69/18805",0.550724637681159,1.52098352351215,3.26631943448661,0.00104810734404767,0.0079960650317202,0.00531636176029233,"ABHD2/LIPG/DAGLA/LIPE/FAAH/GPCPD1/MGLL/INPP5F/PLA2G4F/LDLR/PLA2G4A/PNLIPRP3/PNPLA3/ABHD12/PLA2G6/LPL/APOA5/PLB1/DGKD/PNLIP/PLA2G5/SORL1/PNPLA7/PNPLA4/ABHD12B/ABHD6/PRDX6/GDPD1/PLA2G4E/LYPLA2/SCARB1/PLA2G15/GPLD1/PLA2G4D/APOC1/PLCB1/PLA2G4C/FGF21",38
"GO:0072171","mesonephric tubule morphogenesis","38/6809","69/18805",0.550724637681159,1.52098352351215,3.26631943448661,0.00104810734404767,0.0079960650317202,0.00531636176029233,"TACSTD2/CTNNB1/TGFB1/PAX8/LGR4/GATA3/SOX9/WT1/CTNNBIP1/KIF26B/HOXD11/DLG1/GREB1L/BMP2/SIX1/AGT/SOX8/OSR1/GPC3/BMP4/TMEM59L/LAMA5/FGF1/HOXB7/PTCH1/PKD2/LZTS2/SMAD4/VEGFA/FOXD1/HOXA11/CITED1/ILK/PAX2/NPNT/FMN1/SMO/HES1",38
"GO:0043542","endothelial cell migration","132/6809","293/18805",0.450511945392491,1.24421752579025,3.17418712826933,0.00105452139645212,0.00803535188783363,0.00534248250076842,"ANXA1/CARD10/MET/GATA2/SPARC/S100A2/LOXL2/EPHA2/TMSB4X/ETS1/MYH9/NRP2/WNT7A/PRKD1/PXN/PIK3R3/PRKD2/EFNB2/FGFBP1/GRN/SP100/FSTL1/THBS1/CD40/SPRED1/SRPX2/DNAJA4/ANXA3/EDN1/CEACAM1/SLIT2/AKT3/DAB2IP/SERPINF1/PPARG/SNAI2/HDAC9/VEGFC/TGFB1/EGF/S100A9/ITGB1/JUP/PLEKHG5/FAP/GATA3/PRSS3/ADAM17/RIN2/APOE/PLK2/SEMA5A/SASH1/NOTCH1/HIF1A/TNFSF12/ROBO1/LPXN/GADD45A/MMRN2/VASH1/ADTRP/RRAS/S100A8/BCAR1/CCBE1/RHOA/NR4A1/NRP1/AGT/EPHB4/FBXW7/CDH13/GPX1/ATP5F1B/FLT4/TGFBR3/GPI/GIPC1/HDAC7/GAB1/BSG/EFNA1/PTGS2/RAC1/FGF1/P2RX4/PDGFB/TNF/ATOH8/TGFBR1/PTK2/GLUL/WNT5A/RHOB/NFE2L2/SH3BP1/MIA3/FOXC2/RGCC/PIK3CB/SRF/PDCD10/ROCK2/EDN2/VEGFA/CYP1B1/PLPP3/PIK3CA/PATZ1/EMP2/SCARB1/TEK/MIR221/CLN3/FUT1/LGALS8/STARD13/GPLD1/ABL1/SEMA4A/EGR3/NF1/AMOT/ATP2B4/PROX1/ZC3H12A/MIR23A/MIR503/ZEB2/ITGB3/NOS3",132
"GO:0007492","endoderm development","46/6809","87/18805",0.528735632183908,1.46025459879841,3.24172821693778,0.00107150452625301,0.00813549732895807,0.00540906642568018,"COL4A2/MMP14/SMAD3/FN1/MYH9/EXT1/COL12A1/ITGB5/LAMB1/SOX7/DUSP4/COL7A1/HMGA2/MMP2/LAMA3/CTNNB1/TGFB1/LAMB3/DKK1/COL5A2/DUSP5/INHBA/ITGA5/COL8A1/COL6A1/NOTCH1/MMP15/ZFP36L1/SSBP3/LEO1/ITGA4/DUSP2/SOX2/MESP1/BMP4/MAP2K1/KIF16B/BRD3/MMP9/SMAD2/ITGAV/SMAD4/EPB41L5/LAMC1/HOXC11/POU5F1",46
"GO:0052547","regulation of peptidase activity","46/6809","87/18805",0.528735632183908,1.46025459879841,3.24172821693778,0.00107150452625301,0.00813549732895807,0.00540906642568018,"SERPINB5/SPOCK1/SERPINH1/PSMB8/CSTA/SERPINB8/GRN/SERPINF1/SERPINE2/SERPINE1/TIMP1/RCN3/FURIN/SERPINB7/CLDN3/SERPINB2/CTSH/SERPIND1/SERPINB13/BIN1/MBP/GAPDH/ECM1/ATP13A2/SERPINB1/LRP1/SERPINF2/SERPINB3/TIMP3/SERPING1/SERPINB9/PRSS22/EFNA1/SERPINI1/EFNA3/TANK/APH1A/CST3/CLDN4/SPOCK2/APH1B/VSIR/AGER/SERPINB4/LYN/EPHA4",46
"GO:0120193","tight junction organization","46/6809","87/18805",0.528735632183908,1.46025459879841,3.24172821693778,0.00107150452625301,0.00813549732895807,0.00540906642568018,"PARD3/EPHA2/EXT1/CLDN1/ACTG1/SNAI2/PLEC/CLDN3/DSG3/IL1B/FRMPD2/PAK2/DLG1/ROCK1/SNAI1/GRHL2/ABCC8/CLDN15/POF1B/CLDN11/F11R/RAC1/TNF/TGFBR1/CLDN8/ILDR1/CLDN4/SRF/AFDN/LSR/OCLN/MICALL2/MARVELD2/ROCK2/MPP7/MARVELD3/TGFB3/FZD5/STRN/EPHB2/OCEL1/CLDN9/CLDN16/CLDN23/SVEP1/ESAM",46
