gene_id,SRR2085160,SRR2085161,SRR2085162,SRR2085163,SRR2085164,SRR2085165
ENSG00000250042,0,0,0,0,0,0
ENSG00000250620,0,0,0,0,0,0
ENSG00000251643,0,0,0,0,0,0
ENSG00000251490,0,0,0,0,0,0
ENSG00000250590,0,0,0,0,0,0
ENSG00000249642,0,0,0,0,0,0
ENSG00000249162,0,0,0,0,0,0
ENSG00000213331,0,0,0,0,0,0
ENSG00000179059,0,0,0,46,0,37
ENSG00000201085,0,0,0,0,0,0
ENSG00000248370,0,0,0,0,0,0
ENSG00000242169,0,0,0,4,0,0
ENSG00000248880,0,0,0,0,0,0
ENSG00000252275,0,0,0,0,0,0
ENSG00000249269,0,0,0,0,0,0
ENSG00000251619,0,0,0,0,0,0
ENSG00000250626,0,0,0,0,0,0
ENSG00000250024,0,0,0,0,0,0
ENSG00000249877,0,0,0,0,0,0
ENSG00000250739,0,0,0,0,0,0
ENSG00000202215,0,2,0,0,0,0
ENSG00000271307,0,0,0,0,0,0
ENSG00000199572,0,0,0,0,1,0
ENSG00000201145,0,0,0,0,0,0
ENSG00000205097,0,0,0,0,0,0
ENSG00000250053,0,0,0,0,2,0
ENSG00000214273,0,0,0,0,0,0
ENSG00000249003,0,0,0,0,0,0
ENSG00000221407,0,0,0,0,0,0
ENSG00000258475,0,0,0,0,0,0
ENSG00000250537,0,0,0,0,0,0
ENSG00000258755,0,0,0,0,0,0
ENSG00000258697,0,0,0,0,0,0
ENSG00000259063,0,0,0,0,0,0
ENSG00000258834,0,0,0,0,0,0
ENSG00000258389,0,0,0,0,0,0
ENSG00000259034,0,0,0,0,0,0
ENSG00000259128,0,0,0,0,0,0
ENSG00000250020,0,0,0,0,0,0
ENSG00000249430,0,0,0,0,0,9
ENSG00000250385,0,0,0,0,0,0
ENSG00000264233,0,0,0,0,0,0
ENSG00000248949,0,0,0,0,0,0
ENSG00000250173,0,0,0,0,0,0
ENSG00000221244,0,0,0,0,0,0
ENSG00000249201,0,0,0,0,0,0
ENSG00000263670,0,0,0,0,0,0
ENSG00000250584,0,0,0,0,0,0
ENSG00000248951,0,0,0,0,0,0
ENSG00000142319,0,0,0,0,0,0
ENSG00000263746,0,0,0,0,0,0
ENSG00000260066,0,0,0,0,0,0
ENSG00000249966,0,0,0,0,0,0
ENSG00000250417,0,0,0,0,0,0
ENSG00000248994,0,0,0,10,0,21
ENSG00000248597,0,0,0,0,4,0
ENSG00000249731,0,0,0,0,0,3
ENSG00000201026,0,0,0,0,0,0
ENSG00000249541,0,0,0,0,0,0
ENSG00000248137,0,0,0,0,0,0
ENSG00000248736,0,0,0,0,0,0
ENSG00000249808,0,0,0,0,0,0
ENSG00000248118,0,0,0,0,0,0
ENSG00000249830,0,0,0,0,0,0
ENSG00000250716,0,0,0,0,0,0
ENSG00000170549,0,0,0,34,0,37
ENSG00000259603,0,0,0,0,0,0
ENSG00000248962,0,0,0,0,0,0
ENSG00000249994,0,0,0,0,0,0
ENSG00000250921,0,0,0,0,0,0
ENSG00000260763,0,0,0,0,0,0
ENSG00000248973,0,0,0,0,0,0
ENSG00000231291,0,0,0,0,0,0
ENSG00000251371,0,0,0,0,0,0
ENSG00000249521,0,0,0,0,0,0
ENSG00000248311,0,0,0,0,0,0
ENSG00000248467,0,0,0,0,0,0
ENSG00000249941,0,0,0,0,0,0
ENSG00000251506,0,0,0,0,0,0
ENSG00000250481,0,0,0,0,0,0
ENSG00000215231,0,0,0,0,0,0
ENSG00000251426,0,0,0,0,0,0
ENSG00000250529,0,0,0,0,0,0
ENSG00000223007,0,0,0,0,0,0
ENSG00000250579,0,0,0,0,0,0
ENSG00000145536,0,0,3,0,0,0
ENSG00000250866,0,0,0,0,0,0
ENSG00000251568,0,0,0,0,0,3
ENSG00000250808,0,2,6,0,0,2
ENSG00000251476,0,2,0,0,0,0
ENSG00000261037,0,0,0,0,0,0
ENSG00000259861,0,0,0,0,0,0
ENSG00000221568,0,0,0,0,0,0
ENSG00000250730,0,0,0,0,0,0
ENSG00000250490,0,0,3,0,0,0
ENSG00000271230,0,0,0,0,0,0
ENSG00000250056,0,0,0,0,0,0
ENSG00000251365,0,6,0,0,0,0
ENSG00000272071,0,0,0,0,0,3
ENSG00000249734,0,0,0,0,0,0
ENSG00000200243,0,0,0,0,0,0
ENSG00000250060,0,0,0,0,0,0
ENSG00000250974,0,0,0,0,0,0
ENSG00000212258,0,0,0,0,0,0
ENSG00000248775,0,0,0,0,0,0
ENSG00000247732,0,0,0,0,0,0
ENSG00000205976,0,0,3,0,0,0
ENSG00000251250,0,0,0,0,0,0
ENSG00000251678,0,0,0,0,0,0
ENSG00000250668,0,0,0,0,0,0
ENSG00000249638,0,0,0,0,0,0
ENSG00000249865,0,0,0,0,0,0
ENSG00000223597,0,0,0,0,0,0
ENSG00000251168,0,0,0,0,0,0
ENSG00000199773,0,0,0,0,0,0
ENSG00000249486,0,0,0,0,0,0
ENSG00000249782,0,0,0,0,0,0
ENSG00000250389,0,0,0,0,0,0
ENSG00000248765,0,0,0,0,0,0
ENSG00000260981,0,0,0,0,0,0
ENSG00000250198,0,0,0,0,0,0
ENSG00000250619,0,0,0,0,0,0
ENSG00000112902,0,5,0,220,196,219
ENSG00000266415,0,0,0,0,0,0
ENSG00000248537,0,0,0,0,0,0
ENSG00000251370,0,0,0,0,0,0
ENSG00000250001,0,0,0,0,0,0
ENSG00000250786,0,2,3,256,264,176
ENSG00000239112,0,0,0,4,3,1
ENSG00000244361,0,0,0,0,0,2
ENSG00000249166,0,0,0,0,0,0
ENSG00000249396,0,0,0,0,0,0
ENSG00000249160,0,0,0,0,0,0
ENSG00000214179,0,0,0,0,0,0
ENSG00000164236,0,0,0,0,6,3
ENSG00000250106,0,0,0,0,0,0
ENSG00000251196,0,0,0,21,28,11
ENSG00000272016,0,3,0,109,118,69
ENSG00000250576,0,0,0,0,0,0
ENSG00000212305,0,0,0,0,0,0
ENSG00000248457,0,0,0,0,0,0
ENSG00000222717,0,0,0,0,0,0
ENSG00000248145,0,0,0,0,0,0
ENSG00000242608,0,0,0,0,0,0
ENSG00000248462,0,0,0,0,0,0
ENSG00000243744,0,0,0,2,2,0
ENSG00000272057,0,0,3,0,0,2
ENSG00000249928,0,0,1,0,0,2
ENSG00000250662,0,2,0,0,2,0
ENSG00000212036,0,0,0,0,0,0
ENSG00000202269,0,0,0,0,0,0
ENSG00000249332,0,0,0,0,0,0
ENSG00000248486,0,0,0,0,0,0
ENSG00000248834,0,0,0,0,0,0
ENSG00000248699,0,0,0,1,1,1
ENSG00000222312,0,0,0,0,0,0
ENSG00000248403,0,0,0,0,0,0
ENSG00000248150,0,0,0,0,0,0
ENSG00000249737,0,0,0,0,0,0
ENSG00000201436,0,0,0,0,0,0
ENSG00000201715,0,0,0,0,0,0
ENSG00000249199,0,0,0,0,0,0
ENSG00000250822,0,0,0,0,0,0
ENSG00000248455,0,0,0,0,0,0
ENSG00000249662,0,0,0,0,0,0
ENSG00000251304,0,0,0,0,0,0
ENSG00000268799,0,0,0,0,0,0
ENSG00000250667,0,0,0,0,0,0
ENSG00000185041,0,0,0,0,0,0
ENSG00000248205,0,0,0,0,0,0
ENSG00000249620,0,0,0,0,0,0
ENSG00000248861,0,0,0,0,0,0
ENSG00000249339,0,0,0,0,0,0
ENSG00000250055,0,0,0,0,0,0
ENSG00000250296,0,0,0,0,0,0
ENSG00000250807,0,0,0,0,0,0
ENSG00000250088,0,0,0,0,0,0
ENSG00000250558,0,0,0,0,0,0
ENSG00000249427,0,0,0,0,0,0
ENSG00000249329,0,0,0,0,0,0
ENSG00000248422,0,0,0,0,0,0
ENSG00000249282,0,0,0,0,0,0
ENSG00000249357,0,0,0,0,0,0
ENSG00000249156,0,0,0,0,0,0
ENSG00000271296,0,0,0,0,0,0
ENSG00000250351,0,0,0,0,0,0
ENSG00000250386,0,0,0,0,0,2
ENSG00000249666,0,0,0,0,3,0
ENSG00000250782,0,0,0,0,0,0
ENSG00000248471,0,0,0,0,0,0
ENSG00000248160,0,0,0,0,0,0
ENSG00000248542,0,0,0,0,0,0
ENSG00000248337,0,0,0,0,0,0
ENSG00000269466,0,0,0,0,0,4
ENSG00000250715,0,0,0,0,0,0
ENSG00000249937,0,0,0,0,0,0
ENSG00000212278,0,0,0,0,0,0
ENSG00000241552,0,0,0,0,0,0
ENSG00000238674,0,0,0,0,0,0
ENSG00000249191,0,0,0,0,0,0
ENSG00000249927,0,0,0,0,0,0
ENSG00000249285,0,0,0,0,0,0
ENSG00000249174,0,0,0,0,0,0
ENSG00000251487,0,0,0,0,0,0
ENSG00000242654,0,0,0,0,0,0
ENSG00000249557,0,0,0,0,0,0
ENSG00000251629,0,0,0,0,0,0
ENSG00000249490,0,0,0,0,0,0
ENSG00000248308,0,0,0,0,0,0
ENSG00000248286,0,0,0,0,0,0
ENSG00000249359,0,0,0,0,0,0
ENSG00000249404,0,0,0,0,0,0
ENSG00000264118,0,0,0,0,0,0
ENSG00000250319,0,0,0,0,0,0
ENSG00000206912,0,0,0,0,0,0
ENSG00000250332,0,0,2,1,1,0
ENSG00000249289,0,0,0,0,0,0
ENSG00000248591,0,0,0,0,0,0
ENSG00000164256,0,2,0,0,0,0
ENSG00000249607,0,0,0,0,0,0
ENSG00000250694,0,0,0,0,0,0
ENSG00000040731,0,0,0,11,0,12
ENSG00000251294,0,0,0,0,0,0
ENSG00000249562,0,0,0,0,0,0
ENSG00000250099,0,0,0,0,0,0
ENSG00000248156,0,0,0,0,0,0
ENSG00000223004,0,0,0,0,0,0
ENSG00000248908,0,0,0,0,0,0
ENSG00000250524,0,0,0,0,0,0
ENSG00000199911,0,0,0,0,0,0
ENSG00000251273,0,0,0,0,0,0
ENSG00000245662,0,0,0,0,0,2
ENSG00000251654,0,0,0,0,0,0
ENSG00000260761,0,0,0,0,2,3
ENSG00000248605,0,0,0,0,0,0
ENSG00000201016,0,0,0,0,0,0
ENSG00000251593,0,2,0,20,26,21
ENSG00000222560,0,0,0,0,0,0
ENSG00000249099,0,0,0,0,0,0
ENSG00000230571,0,0,0,0,0,0
ENSG00000248426,0,0,0,0,0,0
ENSG00000250703,0,0,0,0,0,0
ENSG00000251033,0,0,0,0,0,0
ENSG00000249616,0,0,0,0,0,0
ENSG00000113100,0,0,0,0,0,0
ENSG00000207261,0,0,0,0,0,0
ENSG00000248490,0,0,0,0,0,0
ENSG00000221721,0,0,0,0,0,0
ENSG00000250079,0,0,0,0,0,0
ENSG00000249785,0,0,0,0,0,0
ENSG00000252867,0,0,0,0,0,0
ENSG00000250453,0,0,0,0,0,0
ENSG00000270495,0,0,0,0,0,5
ENSG00000271035,0,0,0,0,0,0
ENSG00000162685,0,0,0,0,1,0
ENSG00000226400,0,0,0,0,0,0
ENSG00000249226,0,0,0,0,0,0
ENSG00000252601,0,0,0,0,0,0
ENSG00000248687,0,0,0,0,0,0
ENSG00000270430,0,0,0,0,0,0
ENSG00000259786,0,0,0,0,0,0
ENSG00000248391,0,0,0,0,0,0
ENSG00000248418,0,0,0,0,0,0
ENSG00000250984,0,0,0,0,0,0
ENSG00000249744,0,0,0,0,0,0
ENSG00000233787,0,0,0,0,0,0
ENSG00000223136,0,0,0,0,0,0
ENSG00000250587,0,0,0,0,0,0
ENSG00000241668,0,0,0,0,0,0
ENSG00000253940,0,0,0,0,0,0
ENSG00000254138,0,0,0,0,0,0
ENSG00000113361,0,0,0,0,0,0
ENSG00000250482,0,0,0,0,0,0
ENSG00000199765,0,0,0,0,0,0
ENSG00000230829,0,0,0,1,0,0
ENSG00000250885,0,0,0,0,0,0
ENSG00000249360,0,0,3,0,0,0
ENSG00000250583,0,0,0,0,0,0
ENSG00000182631,0,1,0,0,0,0
ENSG00000249380,0,0,0,0,0,0
ENSG00000271874,0,2,0,0,0,3
ENSG00000113492,0,0,0,0,0,0
ENSG00000212082,0,0,0,0,0,0
ENSG00000201368,0,0,0,0,0,0
ENSG00000168685,0,0,0,437,473,513
ENSG00000248349,0,0,0,0,0,0
ENSG00000249748,0,0,0,0,0,0
ENSG00000145626,0,5,3,0,0,0
ENSG00000168671,0,0,0,0,0,0
ENSG00000251591,0,0,0,0,0,0
ENSG00000222178,0,0,0,0,0,0
ENSG00000242292,0,0,0,0,0,0
ENSG00000250455,0,0,0,0,0,0
ENSG00000238335,0,0,0,0,0,0
ENSG00000248539,0,0,0,0,0,0
ENSG00000250032,0,0,0,0,0,0
ENSG00000251518,0,0,0,0,3,0
ENSG00000248533,0,0,0,0,0,0
ENSG00000250003,0,0,0,0,0,0
ENSG00000238836,0,0,0,0,0,0
ENSG00000248461,0,0,0,0,0,0
ENSG00000164318,0,0,0,30,13,14
ENSG00000248730,0,0,0,0,0,0
ENSG00000249071,0,0,0,0,0,0
ENSG00000248572,0,0,0,0,0,0
ENSG00000249491,0,0,0,0,0,0
ENSG00000248234,0,0,0,0,0,0
ENSG00000251257,0,0,0,5,0,0
ENSG00000251189,0,0,0,0,0,0
ENSG00000249911,0,0,0,0,0,0
ENSG00000249740,0,6,4,6,25,0
ENSG00000248577,0,0,0,0,0,0
ENSG00000250629,0,0,0,0,0,0
ENSG00000082074,0,3,0,355,212,746
ENSG00000269215,0,0,0,0,0,0
ENSG00000251215,0,0,0,2,0,0
ENSG00000271334,0,0,0,0,0,0
ENSG00000251515,0,0,0,0,0,0
ENSG00000248651,0,0,0,0,0,0
ENSG00000250048,0,0,0,0,0,0
ENSG00000249668,0,0,0,1,0,1
ENSG00000250585,0,0,0,0,0,0
ENSG00000199361,0,0,0,0,0,0
ENSG00000265615,0,0,0,0,0,0
ENSG00000199552,0,0,0,0,0,0
ENSG00000112936,0,0,0,5,8,0
ENSG00000253098,0,0,0,0,0,0
ENSG00000248120,0,0,0,0,0,0
ENSG00000171495,0,0,0,0,0,0
ENSG00000039537,0,0,0,0,0,0
ENSG00000182836,0,8,3,0,0,5
ENSG00000251478,0,0,0,0,0,0
ENSG00000240281,0,0,0,0,0,0
ENSG00000239694,0,0,0,0,0,0
ENSG00000199487,0,0,0,0,0,0
ENSG00000249266,0,0,0,0,0,0
ENSG00000260786,0,0,0,0,0,0
ENSG00000249092,0,0,0,0,0,0
ENSG00000251163,0,0,0,0,0,0
ENSG00000251656,0,0,0,0,0,0
ENSG00000249516,0,0,0,0,6,0
ENSG00000250711,0,0,0,0,0,0
ENSG00000271788,0,0,7,2,10,2
ENSG00000249276,0,0,0,0,0,0
ENSG00000212561,0,0,0,0,0,0
ENSG00000070193,0,0,0,0,0,0
ENSG00000248464,0,0,0,0,0,0
ENSG00000249203,0,0,0,0,0,0
ENSG00000250418,0,0,0,0,0,0
ENSG00000263556,0,0,0,0,0,0
ENSG00000248148,0,0,0,0,0,0
ENSG00000164588,0,0,0,0,0,0
ENSG00000250422,0,0,0,0,0,0
ENSG00000250017,0,0,0,0,0,0
ENSG00000250122,0,0,0,0,0,0
ENSG00000271455,0,0,0,0,0,0
ENSG00000271752,0,0,0,3,0,3
ENSG00000249405,0,0,0,0,0,0
ENSG00000270830,0,0,0,0,0,0
ENSG00000251601,0,0,0,0,0,0
ENSG00000250360,0,0,0,0,0,0
ENSG00000251573,0,0,0,0,0,0
ENSG00000248918,0,0,0,0,0,0
ENSG00000207060,0,0,0,0,0,0
ENSG00000222945,0,0,0,0,0,0
ENSG00000206606,0,0,0,0,0,0
ENSG00000240627,0,0,0,1,0,0
ENSG00000238702,0,0,0,0,0,0
ENSG00000249338,0,0,0,0,0,0
ENSG00000248891,0,0,0,0,0,0
ENSG00000251125,0,0,0,0,0,0
ENSG00000251873,0,0,0,0,0,0
ENSG00000249270,0,0,0,0,0,0
ENSG00000248789,0,0,0,0,0,0
ENSG00000244621,0,0,0,0,0,0
ENSG00000250827,0,0,0,0,0,0
ENSG00000213940,0,0,0,0,0,0
ENSG00000240052,0,0,0,0,0,0
ENSG00000250447,0,0,0,0,0,0
ENSG00000263710,0,0,0,0,0,0
ENSG00000217791,0,0,1,0,0,0
ENSG00000272416,0,0,5,4,0,4
ENSG00000249069,0,0,0,0,0,0
ENSG00000251597,0,0,0,0,0,0
ENSG00000169271,0,0,0,0,0,0
ENSG00000232517,0,0,0,0,0,0
ENSG00000221073,0,0,0,0,0,0
ENSG00000226810,0,0,0,0,1,0
ENSG00000249843,0,0,0,0,0,0
ENSG00000249016,0,0,0,0,0,0
ENSG00000251376,0,0,0,0,0,0
ENSG00000248029,0,0,0,0,0,0
ENSG00000249454,0,0,0,0,0,0
ENSG00000145649,0,0,0,0,0,0
ENSG00000249236,0,0,0,0,0,0
ENSG00000250787,0,0,0,0,0,0
ENSG00000265665,0,0,0,0,0,0
ENSG00000248727,0,0,0,4,0,0
ENSG00000225940,0,0,0,0,0,0
ENSG00000234553,0,0,0,0,0,0
ENSG00000228650,0,0,0,0,0,0
ENSG00000233943,0,0,0,0,0,0
ENSG00000248652,0,0,0,0,0,0
ENSG00000250480,0,0,0,0,0,0
ENSG00000207293,0,0,0,0,0,0
ENSG00000248586,0,2,0,0,1,0
ENSG00000250961,0,0,0,0,0,0
ENSG00000250308,0,0,0,0,0,0
ENSG00000169067,0,0,3,9,21,47
ENSG00000264748,0,0,0,1,0,1
ENSG00000248294,0,0,0,0,0,0
ENSG00000249436,0,0,0,0,0,0
ENSG00000221195,0,0,0,0,0,0
ENSG00000249198,0,0,0,0,0,0
ENSG00000266864,0,0,0,0,0,0
ENSG00000249584,0,0,0,0,0,0
ENSG00000238899,0,0,0,0,0,0
ENSG00000248271,0,0,0,0,0,0
ENSG00000175857,0,0,0,0,0,0
ENSG00000271257,0,0,0,0,0,0
ENSG00000265699,0,0,0,0,0,0
ENSG00000250127,0,0,0,0,0,0
ENSG00000152932,0,0,0,0,0,0
ENSG00000248475,0,0,0,0,0,0
ENSG00000240412,0,0,0,0,0,0
ENSG00000248733,0,0,0,0,0,0
ENSG00000223200,0,0,0,0,0,0
ENSG00000178722,0,0,0,0,0,0
ENSG00000248529,0,0,0,0,0,0
ENSG00000212215,0,0,0,0,0,0
ENSG00000251575,0,0,0,0,0,0
ENSG00000249878,0,0,0,0,0,0
ENSG00000248199,0,0,0,0,0,0
ENSG00000251983,0,0,0,0,0,0
ENSG00000249579,0,0,0,0,0,0
ENSG00000248185,0,0,0,0,0,0
ENSG00000248285,0,0,0,0,0,0
ENSG00000178394,0,0,0,0,0,0
ENSG00000236068,0,0,0,0,0,0
ENSG00000224296,0,0,0,0,0,0
ENSG00000207439,0,0,0,0,0,0
ENSG00000248846,0,0,0,0,0,0
ENSG00000238400,0,0,0,0,0,0
ENSG00000251391,0,0,0,0,0,0
ENSG00000250313,0,0,0,0,0,0
ENSG00000234838,0,0,0,0,0,0
ENSG00000270107,0,0,0,0,0,0
ENSG00000134061,0,0,0,0,0,0
ENSG00000251206,0,0,0,0,0,0
ENSG00000249364,0,0,0,0,0,0
ENSG00000250978,0,0,0,0,0,0
ENSG00000222939,0,0,0,0,0,0
ENSG00000239870,0,0,0,0,0,0
ENSG00000249736,0,0,0,0,0,0
ENSG00000249238,0,0,0,2,0,0
ENSG00000250669,0,0,6,3,3,0
ENSG00000249721,0,3,0,3,0,0
ENSG00000250421,0,0,0,0,6,0
ENSG00000249894,0,0,0,0,0,0
ENSG00000223149,0,0,0,0,0,0
ENSG00000253801,0,0,0,0,0,0
ENSG00000252108,0,0,0,0,0,0
ENSG00000253787,0,0,0,0,0,0
ENSG00000251044,0,0,0,0,0,0
ENSG00000248884,0,0,0,0,0,0
ENSG00000249588,0,0,0,0,0,0
ENSG00000249335,0,0,0,0,0,0
ENSG00000250289,0,0,0,0,0,0
ENSG00000212249,0,0,0,0,0,0
ENSG00000250066,0,0,0,0,0,0
ENSG00000249183,0,0,0,0,0,0
ENSG00000265968,0,0,0,0,0,0
ENSG00000220986,0,0,0,0,0,0
ENSG00000244061,0,0,5,0,0,0
ENSG00000251108,0,0,0,0,0,0
ENSG00000261269,0,0,0,0,0,0
ENSG00000178175,0,0,0,0,0,0
ENSG00000248371,0,0,0,0,0,0
ENSG00000206770,0,0,0,0,0,0
ENSG00000272081,0,17,9,0,18,4
ENSG00000200833,0,0,0,0,0,0
ENSG00000251599,0,0,0,0,0,0
ENSG00000250747,0,0,0,0,0,0
ENSG00000238738,0,0,0,0,0,0
ENSG00000164325,0,0,0,0,0,0
ENSG00000268217,0,0,0,0,0,0
ENSG00000259968,0,0,0,0,0,0
ENSG00000248474,0,0,0,0,0,0
ENSG00000222551,0,0,0,0,0,0
ENSG00000248942,0,0,0,0,0,0
ENSG00000244326,0,0,0,0,0,0
ENSG00000251041,0,0,0,0,0,0
ENSG00000249343,0,0,0,0,0,0
ENSG00000250446,0,0,0,0,0,0
ENSG00000248673,0,0,0,0,0,0
ENSG00000212363,0,0,0,0,0,0
ENSG00000249856,0,0,0,0,0,3
ENSG00000196390,0,0,0,0,0,0
ENSG00000239517,0,0,0,0,0,0
ENSG00000182383,0,1,1,1,1,1
ENSG00000249157,0,0,0,0,0,0
ENSG00000250889,0,0,0,8,4,12
ENSG00000251078,0,0,0,0,0,0
ENSG00000251419,0,0,0,0,0,0
ENSG00000249301,0,0,0,0,0,0
ENSG00000248684,0,0,0,0,0,0
ENSG00000228367,0,0,0,0,0,0
ENSG00000249777,0,0,0,0,0,0
ENSG00000251342,0,0,0,0,0,0
ENSG00000251235,0,0,0,0,0,3
ENSG00000238688,0,0,0,0,0,0
ENSG00000171643,0,0,0,0,0,0
ENSG00000252684,0,0,0,0,0,0
ENSG00000145708,0,0,0,0,0,0
ENSG00000171540,0,0,0,0,0,0
ENSG00000253572,0,0,0,0,0,0
ENSG00000251605,0,0,0,0,0,0
ENSG00000200331,0,0,0,0,0,0
ENSG00000206714,0,0,0,0,0,0
ENSG00000243160,0,0,0,0,0,0
ENSG00000207391,0,0,0,0,0,0
ENSG00000238254,0,0,0,0,0,0
ENSG00000249438,0,0,0,0,0,0
ENSG00000184188,0,0,0,0,2,0
ENSG00000251828,0,0,0,0,0,0
ENSG00000244076,0,1,0,1,0,0
ENSG00000164299,0,0,0,0,0,0
ENSG00000227087,0,0,2,0,0,0
ENSG00000206774,0,0,0,0,0,0
ENSG00000251366,0,0,0,0,0,0
ENSG00000172497,0,3,0,0,0,0
ENSG00000249483,0,0,4,0,0,0
ENSG00000248393,0,0,0,0,0,0
ENSG00000248870,0,0,0,4,0,0
ENSG00000249100,0,0,0,0,0,0
ENSG00000240411,0,0,0,0,0,0
ENSG00000248105,0,0,0,0,0,0
ENSG00000248112,0,0,0,0,0,0
ENSG00000249857,0,0,0,0,0,0
ENSG00000248400,0,0,0,0,0,0
ENSG00000251395,0,0,0,0,0,0
ENSG00000038427,0,0,0,1507,2850,1405
ENSG00000249835,0,0,0,0,0,0
ENSG00000145681,0,0,0,0,0,0
ENSG00000253073,0,0,0,0,0,0
ENSG00000206744,0,0,0,0,0,0
ENSG00000242858,0,1,0,2,4,3
ENSG00000202157,0,0,0,0,0,0
ENSG00000250013,0,0,0,0,0,0
ENSG00000164176,0,0,0,40,94,66
ENSG00000216125,0,0,0,0,0,0
ENSG00000252861,0,0,0,0,0,0
ENSG00000250320,0,0,0,0,0,0
ENSG00000214853,0,0,0,0,0,0
ENSG00000249349,0,0,0,0,0,0
ENSG00000248674,0,0,0,0,0,0
ENSG00000250253,0,0,0,0,0,0
ENSG00000249792,0,0,0,0,0,0
ENSG00000248170,0,0,0,0,0,0
ENSG00000248667,0,0,1,0,0,0
ENSG00000241965,0,0,3,0,0,0
ENSG00000249153,0,0,0,0,0,0
ENSG00000250359,0,0,0,0,0,0
ENSG00000248195,0,0,0,0,0,0
ENSG00000250124,0,0,0,0,0,0
ENSG00000251585,0,0,0,0,0,0
ENSG00000207013,0,0,0,0,0,0
ENSG00000250544,0,0,0,0,0,0
ENSG00000248701,0,0,0,0,0,0
ENSG00000249061,0,0,0,0,0,0
ENSG00000251951,0,0,0,0,0,0
ENSG00000265919,0,0,0,0,0,0
ENSG00000233828,0,0,0,0,0,0
ENSG00000200462,0,0,0,0,0,0
ENSG00000249362,0,0,0,0,0,0
ENSG00000248708,0,0,0,0,0,0
ENSG00000250831,0,0,0,0,0,0
ENSG00000250437,0,0,0,0,0,0
ENSG00000214942,0,0,0,0,0,0
ENSG00000249265,0,0,0,0,0,0
ENSG00000264342,0,0,0,0,0,0
ENSG00000248555,0,0,0,0,0,0
ENSG00000253321,0,0,2,0,0,0
ENSG00000260871,0,2,0,3,0,0
ENSG00000212930,0,0,0,0,0,0
ENSG00000251093,0,0,0,0,0,0
ENSG00000199643,0,0,0,0,0,0
ENSG00000240388,0,0,0,1,1,0
ENSG00000241059,0,0,0,0,0,0
ENSG00000248826,0,0,0,0,0,0
ENSG00000221810,0,0,0,0,0,0
ENSG00000248588,0,3,0,0,0,0
ENSG00000248950,0,0,0,0,0,0
ENSG00000249958,0,3,3,0,0,0
ENSG00000248528,0,0,0,0,0,0
ENSG00000251361,0,0,0,0,0,0
ENSG00000213730,0,1,0,0,0,0
ENSG00000178015,0,0,0,2,2,4
ENSG00000251409,0,0,0,0,0,0
ENSG00000272021,0,0,0,0,1,0
ENSG00000236882,0,3,0,2,0,0
ENSG00000250362,0,0,0,0,0,0
ENSG00000251193,0,0,0,0,0,0
ENSG00000248202,0,0,0,0,0,0
ENSG00000249101,0,0,0,0,0,0
ENSG00000248901,0,0,0,0,0,0
ENSG00000249135,0,0,0,0,0,0
ENSG00000176183,0,0,0,2,0,0
ENSG00000250830,0,0,0,0,0,0
ENSG00000249990,0,0,0,0,0,0
ENSG00000249448,0,0,0,0,0,0
ENSG00000223053,0,0,0,0,0,0
ENSG00000251553,0,0,0,0,0,0
ENSG00000250162,0,0,0,0,0,0
ENSG00000206356,0,0,0,0,0,0
ENSG00000227762,0,0,0,0,0,0
ENSG00000249515,0,0,0,0,0,0
ENSG00000248236,0,0,0,0,0,0
ENSG00000248928,0,0,0,0,0,0
ENSG00000250391,0,0,0,0,0,0
ENSG00000249963,0,2,3,0,0,0
ENSG00000199378,0,0,0,0,0,0
ENSG00000270232,0,0,0,0,0,0
ENSG00000271687,0,0,0,0,0,0
ENSG00000271480,0,0,0,0,0,0
ENSG00000270388,0,0,1,0,0,0
ENSG00000270307,0,1,0,3,1,1
ENSG00000270225,0,1,0,2,1,1
ENSG00000271207,0,1,0,0,0,0
ENSG00000207077,0,0,0,0,0,0
ENSG00000249787,0,0,0,0,0,0
ENSG00000250806,0,0,0,0,0,0
ENSG00000207269,0,0,0,0,0,0
ENSG00000264318,0,0,0,0,0,0
ENSG00000251261,0,0,0,0,0,0
ENSG00000249495,0,0,0,0,0,0
ENSG00000199786,0,0,0,0,0,0
ENSG00000248261,0,0,0,0,0,0
ENSG00000173930,0,0,0,12,0,6
ENSG00000268424,0,0,0,1,6,0
ENSG00000222987,0,0,0,0,0,0
ENSG00000205359,0,0,0,0,0,0
ENSG00000249017,0,0,0,0,0,0
ENSG00000250958,0,0,0,0,0,0
ENSG00000247402,0,0,0,0,0,0
ENSG00000250682,0,0,0,0,0,0
ENSG00000175749,0,0,0,0,0,0
ENSG00000248203,0,0,0,0,0,0
ENSG00000250567,0,0,0,0,0,0
ENSG00000226926,0,0,0,3,0,0
ENSG00000248757,0,0,0,0,0,0
ENSG00000239808,0,4,0,0,0,0
ENSG00000201790,0,0,0,0,0,0
ENSG00000251204,0,3,0,0,0,0
ENSG00000250145,0,0,0,0,0,0
ENSG00000252337,0,0,0,0,0,0
ENSG00000251027,0,0,0,0,0,0
ENSG00000249959,0,0,0,0,0,0
ENSG00000248827,0,0,0,3,1,1
ENSG00000239708,0,0,0,0,0,0
ENSG00000251732,0,0,0,0,0,0
ENSG00000272523,0,0,0,7,0,9
ENSG00000248867,0,0,0,0,0,0
ENSG00000251367,0,0,0,0,3,0
